2017-03-03T11:46:22.777481	+022.9C
2017-03-03T11:46:32.749569	+022.9C
2017-03-03T11:46:42.721488	+022.8C
2017-03-03T11:46:52.693406	+022.8C
2017-03-03T11:47:02.666504	+022.7C
2017-03-03T11:47:12.639452	+022.8C
2017-03-03T11:47:22.611569	+022.8C
2017-03-03T11:47:32.584567	+022.7C
2017-03-03T11:47:42.556502	+022.7C
2017-03-03T11:47:52.528649	+022.6C
2017-03-03T11:48:02.501454	+022.6C
2017-03-03T11:48:12.473730	+022.8C
